Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Single,Nursing,Secondary,103.0,Secondary,Basic,9,9,108.3,Female,20,0,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Higher,150.0,Higher,Basic,2,4,150.0,Female,22,0,1,6,9,6,13.0,0,1,6,18,3,12.66666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,160.0,Basic,Basic,9,9,160.0,Female,26,0,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Communication Design,Secondary,131.0,Basic,Basic,3,3,131.7,Female,20,0,0,6,6,6,12.16666667,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,114.0,Basic,Basic,5,3,112.6,Female,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,120.0,Basic,Basic,9,9,111.1,Female,31,0,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,140.0,Secondary,Basic,9,7,127.5,Female,20,0,0,7,9,7,12.32777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,True,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Basic,7,7,120.2,Female,20,0,0,5,9,4,12.0,0,0,5,10,5,13.42857143,1,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,121.0,Basic,Basic,5,5,118.9,Female,21,0,0,7,7,7,14.42857143,0,0,8,9,8,14.51111111,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,130.0,Basic,Basic,9,7,119.9,Female,18,0,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,141.0,Basic,Secondary,9,4,127.3,Female,19,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,131.0,Basic,Basic,3,7,127.9,Female,18,0,0,7,7,7,14.85714286,0,0,7,7,7,15.14285714,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Divorced,Journalism and Communication,Below secondary,133.1,Basic,Basic,7,9,133.0,Female,40,0,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,117.0,Secondary,Basic,4,7,114.6,Female,18,0,0,6,7,6,12.14285714,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,151.0,Higher,Higher,2,2,144.5,Female,18,0,0,6,7,6,15.66666667,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Secondary,Basic,4,3,125.4,Female,19,0,0,7,13,5,12.5,0,0,8,14,7,12.16666667,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,145.0,Basic,Basic,9,7,145.0,Female,19,0,0,6,7,6,12.83333333,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Agronomy,Secondary,135.0,Basic,Basic,9,6,138.1,Female,28,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,False,False,False,False,True,Day,Portuguese
Single,Communication Design,Secondary,119.0,Basic,Basic,9,8,124.6,Female,20,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,122.0,Basic,Basic,9,9,130.8,Female,18,0,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,155.0,Secondary,Secondary,4,3,140.5,Female,18,0,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,123.0,Basic,Basic,9,9,124.1,Female,20,0,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,130.0,Basic,Basic,9,4,118.4,Female,28,0,15,16,16,13,12.07692308,0,13,13,13,11,12.09090909,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Basic Education,Secondary,133.1,Higher,Secondary,153,135,128.2,Female,23,1,11,16,17,16,14.625,0,6,10,12,9,14.88888889,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Brazilian
Single,Basic Education,Secondary,114.0,Basic,Basic,5,5,109.5,Female,19,0,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,137.0,Basic,Basic,152,171,131.1,Female,18,0,0,6,8,6,12.83333333,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,161.0,Basic,Basic,9,9,137.9,Female,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,False,True,True,Day,Cape Verdean
Single,Animation and Multimedia Design,Secondary,133.1,Higher,Secondary,2,4,128.2,Female,20,0,5,12,13,12,11.23076923,0,3,11,18,9,12.77777778,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,133.1,Basic,Basic,9,9,126.5,Female,27,0,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Basic Education,Secondary,128.0,Secondary,Secondary,9,9,120.0,Female,18,0,0,6,11,3,12.0,0,0,6,13,2,12.0,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Divorced,Oral Hygiene,Below secondary,133.1,Basic,Basic,4,6,123.0,Female,37,0,0,7,10,7,10.98571429,0,0,8,11,8,12.3,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Divorced,Nursing,Higher,130.0,Basic,Basic,4,6,130.0,Female,42,0,2,7,10,5,12.62,0,3,7,11,3,14.16666667,0,12.4,0.5,1.79,Dropout,False,False,False,False,False,Day,Portuguese
Single,Nursing,Secondary,147.0,Secondary,Basic,4,8,141.1,Female,20,0,0,7,9,6,13.0,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,Dropout,True,False,True,False,False,Day,Portuguese
Married,Informatics Engineering,Secondary,140.0,Unknown,Unknown,9,9,140.0,Male,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,False,False,False,Day,Portuguese
Single,Informatics Engineering,Secondary,140.0,Higher,Higher,3,2,133.6,Male,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,False,Day,Portuguese
Married,Tourism,Below secondary,133.1,Basic,Basic,9,5,123.5,Male,39,0,0,6,6,6,13.5,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,141.0,Basic,Basic,9,9,136.3,Male,18,0,0,7,7,6,13.51666667,0,0,7,7,6,13.51666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,128.0,Basic,Basic,9,9,123.5,Male,21,0,0,6,6,6,13.16666667,0,0,6,8,6,13.28571429,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Veterinary Nursing,Secondary,150.0,Basic,Basic,90,10,112.0,Male,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,160.0,Basic,Basic,9,9,160.0,Male,22,0,0,6,8,6,13.125,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Agronomy,Secondary,133.1,Secondary,Basic,4,7,110.0,Male,31,0,0,6,15,3,14.4,0,0,6,20,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,128.0,Basic,Basic,5,9,116.8,Male,19,0,0,6,10,4,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,True,False,False,False,False,Day,Portuguese
Single,Tourism,Secondary,114.0,Basic,Secondary,5,9,109.5,Male,19,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Below secondary,133.1,Basic,Basic,9,10,100.0,Male,31,0,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,126.0,Basic,Basic,5,6,117.3,Female,19,0,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Advertising and Marketing Management,Secondary,133.1,Basic,Basic,9,9,130.0,Female,30,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Day,Brazilian
Single,Nursing,Secondary,129.0,Basic,Basic,3,3,137.8,Female,20,0,2,7,7,7,16.13142857,0,0,8,9,8,15.52222222,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,140.0,Basic,Basic,7,7,136.5,Female,18,0,0,7,7,7,14.83857143,0,0,8,9,8,14.8,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Divorced,Management (evening attendance),Secondary,133.1,Basic,Basic,5,5,138.7,Female,31,0,0,5,7,3,10.33333333,0,0,5,6,3,12.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Tourism,Secondary,134.0,Basic,Secondary,9,4,124.9,Female,19,0,0,6,11,3,12.0,0,0,6,11,4,11.25,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Secondary,133.1,Basic,Basic,9,7,140.0,Female,43,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,False,False,True,True,False,Evening,Portuguese
Single,Tourism,Secondary,132.0,Basic,Basic,9,8,122.6,Female,20,0,0,6,6,6,13.16666667,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Secondary,Secondary,5,9,129.5,Female,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,133.1,Higher,Secondary,1,7,155.0,Female,22,0,0,5,6,3,11.33333333,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,133.1,Higher,Secondary,1,7,100.0,Female,26,0,2,8,11,7,12.75,0,2,7,7,7,12.28571429,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management,Secondary,160.0,Basic,Basic,5,8,137.6,Female,19,0,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Higher,120.0,Basic,Higher,4,2,120.0,Female,29,0,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,114.0,Higher,Basic,122,144,114.0,Female,20,1,0,7,14,0,0.0,6,0,7,12,2,11.66666667,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Santomean
Divorced,Management (evening attendance),Secondary,140.0,Basic,Basic,9,7,139.0,Female,38,0,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Agronomy,Secondary,100.0,Basic,Basic,9,5,110.0,Female,41,0,8,12,17,12,11.83333333,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,139.0,Basic,Basic,4,9,128.5,Female,19,0,0,8,10,6,13.06666667,0,0,8,10,6,13.06666667,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,136.0,Secondary,Basic,4,5,132.2,Female,19,0,0,6,6,6,13.83333333,0,0,6,8,6,13.875,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Divorced,Nursing,Higher,130.0,Higher,Basic,2,3,130.0,Female,43,0,0,7,7,3,13.83333333,1,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Single,Equinculture,Secondary,145.0,Basic,Basic,9,7,129.3,Female,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,133.1,Basic,Basic,9,8,128.2,Male,19,0,6,12,12,12,13.33333333,0,4,11,15,10,12.81818182,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,146.0,Higher,Basic,3,9,130.3,Male,18,0,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,159.0,Higher,Higher,2,2,162.5,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,True,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Below secondary,133.1,Unknown,Unknown,0,0,130.0,Male,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Evening,Portuguese
Married,Equinculture,Higher,110.0,Basic,Basic,4,8,110.0,Male,37,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,120.0,Secondary,Basic,4,10,142.3,Female,26,0,0,6,6,6,13.33333333,0,0,6,10,5,14.5,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,130.0,Basic,Basic,9,9,122.0,Female,21,0,0,6,8,1,10.0,0,0,6,13,5,11.4,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,158.0,Secondary,Basic,9,9,153.6,Female,18,0,0,6,7,6,15.66666667,0,0,6,8,6,15.28571429,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,122.0,Higher,Basic,2,3,112.9,Female,18,0,0,7,9,7,11.85714286,0,0,7,7,7,11.85714286,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,140.0,Higher,Secondary,2,4,124.1,Female,18,0,0,5,12,5,14.5,2,0,5,5,5,13.6,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,136.0,Basic,Secondary,9,4,129.7,Female,19,0,0,6,6,6,12.16666667,0,0,6,7,6,13.71428571,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,111.0,Basic,Basic,9,9,110.0,Female,18,0,0,6,6,5,12.6,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,145.0,Higher,Basic,3,8,136.3,Female,18,0,0,8,12,7,12.28571429,0,0,8,12,7,12.28571429,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,133.1,Basic,Basic,191,193,146.0,Female,19,0,0,6,6,6,12.66666667,0,0,6,7,6,13.0,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,True,True,Day,Portuguese
Single,Nursing,Secondary,140.0,Basic,Basic,7,8,129.9,Female,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,140.0,Basic,Secondary,9,8,140.9,Female,18,0,0,6,7,6,12.85714286,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Nursing,Secondary,156.0,Secondary,Secondary,9,10,135.5,Female,18,0,0,8,8,7,13.9,0,0,8,8,7,13.9,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,132.0,Basic,Basic,9,7,122.0,Female,20,0,0,8,8,7,13.81714286,0,0,8,8,7,13.81714286,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Oral Hygiene,Higher,140.0,Secondary,Basic,4,5,140.0,Female,22,0,1,7,10,6,13.31428571,0,2,8,10,7,12.875,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,164.0,Unknown,Secondary,0,0,163.0,Female,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,113.0,Basic,Basic,7,7,107.4,Female,19,0,0,6,6,6,12.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,122.0,Basic,Basic,9,9,114.3,Female,20,0,0,6,12,4,11.25,0,0,6,12,3,11.33333333,0,7.6,2.6,0.32,Dropout,True,False,False,True,False,Day,Portuguese
Single,Communication Design,Secondary,150.0,Higher,Higher,3,2,140.8,Female,19,0,1,6,6,5,12.4,0,0,6,8,6,12.75,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,135.0,Basic,Basic,5,5,126.3,Female,20,0,0,6,6,6,14.66666667,0,0,6,7,6,14.57142857,0,8.9,1.4,3.51,Graduate/Enrolled,True,True,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Higher,Basic,2,9,110.0,Female,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,Dropout,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,122.0,Secondary,Secondary,193,101,126.2,Female,19,0,0,6,8,6,14.0,0,0,6,18,3,12.66666667,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,140.0,Basic,Secondary,5,5,140.0,Female,22,0,0,6,10,6,12.57142857,0,0,6,12,4,13.66666667,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,138.0,Secondary,Higher,9,1,123.0,Female,19,0,1,6,14,6,15.53846154,0,0,6,9,6,12.625,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,130.0,Basic,Basic,5,5,157.0,Female,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,True,False,False,False,False,Day,Portuguese
Single,Equinculture,Secondary,157.0,Higher,Higher,2,2,149.7,Female,18,0,0,6,6,6,15.0,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Equinculture,Secondary,140.0,Higher,Secondary,2,3,140.0,Female,22,0,0,5,11,4,12.25,0,0,5,9,5,13.28571429,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,170.0,Secondary,Basic,4,7,170.0,Female,20,0,7,11,13,11,15.69230769,0,4,9,9,9,15.55555556,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,150.0,Secondary,Basic,9,7,130.2,Female,24,0,0,5,7,5,12.28571429,0,0,5,9,5,12.75,1,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Animation and Multimedia Design,Secondary,146.0,Secondary,Basic,9,9,135.5,Female,22,0,12,17,19,12,11.83333333,0,10,17,22,11,11.25,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Social Service (evening attendance),Secondary,120.0,Basic,Basic,5,4,118.3,Female,20,0,2,6,6,6,12.16666667,0,0,6,7,5,14.0,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Oral Hygiene,Secondary,118.0,Basic,Basic,9,9,116.3,Female,20,0,0,7,10,7,11.88888889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Social Service (evening attendance),Higher,120.0,Basic,Secondary,9,9,120.0,Female,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,False,Evening,Portuguese
Single,Advertising and Marketing Management,Secondary,154.0,Secondary,Secondary,5,7,154.7,Female,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,139.0,Higher,Higher,3,3,132.7,Female,19,0,0,6,7,6,11.16666667,0,0,6,9,6,11.66666667,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,136.0,Higher,Higher,3,3,130.8,Female,18,0,0,7,7,7,14.05714286,0,0,8,9,8,14.6,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,130.0,Secondary,Basic,4,9,122.7,Female,18,0,0,6,10,4,11.75,0,0,6,13,4,10.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Married,Social Service,Below secondary,133.1,Secondary,Higher,4,6,130.0,Female,31,0,0,6,6,6,13.16666667,0,0,6,8,6,13.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,133.0,Basic,Basic,5,7,123.6,Female,19,0,0,6,7,6,13.5,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,143.0,Basic,Basic,4,9,116.5,Female,20,0,0,7,10,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,117.0,Basic,Basic,5,7,111.1,Female,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,145.0,Basic,Basic,9,7,136.3,Female,18,0,0,8,8,7,13.97142857,0,0,8,8,7,13.97142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,134.0,Unknown,Secondary,5,7,129.8,Female,18,0,0,6,7,2,11.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,170.0,Basic,Basic,4,8,134.7,Female,33,0,0,5,5,5,12.8,0,0,5,6,5,15.33333333,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Advertising and Marketing Management,Secondary,143.0,Basic,Basic,9,7,131.8,Female,18,0,0,6,8,6,13.57142857,0,0,6,6,5,12.8,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,140.0,Basic,Basic,7,9,126.8,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,False,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,131.0,Basic,Basic,9,6,130.7,Female,21,0,0,5,9,2,11.5,0,0,5,13,4,11.0,1,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Tourism,Secondary,115.0,Basic,Basic,5,5,109.8,Female,19,0,0,6,8,4,11.25,0,0,6,8,4,12.0,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,130.0,Higher,Basic,2,3,133.9,Female,28,0,0,5,7,5,13.71428571,0,0,5,7,5,13.14285714,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Management,Secondary,130.0,Secondary,Basic,9,9,109.9,Female,29,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,False,False,False,Day,Portuguese
Single,Equinculture,Higher,160.0,Secondary,Basic,3,3,160.0,Female,36,0,2,6,9,6,12.0,0,1,6,8,3,14.66666667,0,12.4,0.5,1.79,Dropout,True,False,False,False,True,Day,Portuguese
Single,Social Service (evening attendance),Below secondary,133.1,Basic,Basic,9,7,106.5,Female,32,0,0,6,7,6,12.66666667,0,0,6,7,6,13.33333333,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
